file_path,filename,dataset_source,modality,split,label,label_int,format,specs,size_bytes
C:\Users\paruc\Downloads\archive\1000_videos\train\real\134_9.png,134_9.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,29434
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_0.png,135_0.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,30947
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_1.png,135_1.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31525
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_10.png,135_10.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31482
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_11.png,135_11.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31403
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_12.png,135_12.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31051
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_13.png,135_13.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28785
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_2.png,135_2.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,30857
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_3.png,135_3.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31170
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_4.png,135_4.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31094
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_5.png,135_5.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,30755
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_6.png,135_6.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,32117
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_7.png,135_7.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,30391
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_8.png,135_8.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31402
C:\Users\paruc\Downloads\archive\1000_videos\train\real\135_9.png,135_9.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31329
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_0.png,136_0.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26394
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_1.png,136_1.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26745
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_10.png,136_10.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26195
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_11.png,136_11.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26353
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_12.png,136_12.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26712
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_13.png,136_13.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27316
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_14.png,136_14.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25968
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_15.png,136_15.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,29127
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_16.png,136_16.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,24960
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_17.png,136_17.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25852
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_18.png,136_18.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,23856
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_19.png,136_19.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27432
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_2.png,136_2.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26793
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_3.png,136_3.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25656
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_4.png,136_4.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25386
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_5.png,136_5.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25856
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_6.png,136_6.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27049
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_7.png,136_7.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27319
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_8.png,136_8.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26861
C:\Users\paruc\Downloads\archive\1000_videos\train\real\136_9.png,136_9.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,24039
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_0.png,137_0.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27353
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_1.png,137_1.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27439
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_10.png,137_10.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27476
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_11.png,137_11.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27255
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_12.png,137_12.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26938
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_13.png,137_13.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25099
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_14.png,137_14.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27154
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_15.png,137_15.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26761
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_16.png,137_16.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27804
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_17.png,137_17.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27374
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_18.png,137_18.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27378
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_19.png,137_19.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27840
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_2.png,137_2.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26670
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_20.png,137_20.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27424
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_21.png,137_21.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,24938
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_22.png,137_22.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27506
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_23.png,137_23.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27438
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_3.png,137_3.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27345
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_4.png,137_4.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27648
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_5.png,137_5.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27479
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_6.png,137_6.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26920
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_7.png,137_7.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25672
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_8.png,137_8.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,25250
C:\Users\paruc\Downloads\archive\1000_videos\train\real\137_9.png,137_9.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,26998
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_0.png,138_0.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,29172
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_1.png,138_1.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28991
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_10.png,138_10.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31433
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_11.png,138_11.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31719
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_12.png,138_12.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31807
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_13.png,138_13.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31333
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_14.png,138_14.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31596
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_15.png,138_15.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31693
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_2.png,138_2.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28665
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_3.png,138_3.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28410
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_4.png,138_4.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28468
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_5.png,138_5.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28601
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_6.png,138_6.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28567
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_7.png,138_7.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31174
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_8.png,138_8.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31399
C:\Users\paruc\Downloads\archive\1000_videos\train\real\138_9.png,138_9.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,31082
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_0.png,139_0.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27997
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_1.png,139_1.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28626
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_10.png,139_10.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27961
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_11.png,139_11.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28498
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_12.png,139_12.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28172
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_13.png,139_13.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28026
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_14.png,139_14.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28249
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_2.png,139_2.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27884
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_3.png,139_3.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28049
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_4.png,139_4.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28192
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_5.png,139_5.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,27521
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_6.png,139_6.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28012
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_7.png,139_7.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28476
C:\Users\paruc\Downloads\archive\1000_videos\train\real\139_8.png,139_8.png,archive_1000_videos,image,train,real,0,.png,128x128_rgb,28028
