file_path,dataset_source,modality,label,label_int,split,format
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8156106.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8018998.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8059879.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8836257.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4320036.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4766369.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5763453.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8745130.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2237304.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2418862.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7164376.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6205147.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7091196.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2032800.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8329201.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4356541.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2855417.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8754795.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9099044.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2227760.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8163259.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9184655.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8348470.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7011716.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1789452.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8982290.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6672477.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2288205.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4554231.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6206483.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6617994.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6691656.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4719420.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7819097.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4021951.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9654133.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3401409.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3887452.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3562432.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8174725.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9924906.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7281896.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1212385.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5641697.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1490681.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3013009.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2559493.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8580443.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4421919.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2287585.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6059653.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2556697.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4637943.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5804847.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2519862.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5995130.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5414610.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9874897.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3504200.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7426346.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7561369.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6932984.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3149828.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9240146.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9549616.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8715858.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2944634.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4665366.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6963411.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8753814.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4582979.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6735956.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2839913.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3211435.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1585777.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9663298.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9722118.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9589951.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8516589.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8187236.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1107267.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1932089.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3835319.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3706159.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9979957.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8760685.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2582795.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3306187.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6549159.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7031168.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3131236.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4895511.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7612335.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8151925.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6967013.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6433438.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1773726.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3668484.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8978448.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6446182.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3253942.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4016544.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1281285.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7153183.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6446759.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9331428.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8671896.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8261899.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7702759.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9457819.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2252345.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2844735.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5833858.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7130987.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3790692.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3334894.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5584946.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9457668.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1008834.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4386823.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2494449.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1734049.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5434948.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6458898.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5324608.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3531356.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7989694.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2566965.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9939904.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2874608.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6499924.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8160527.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
